id_laptop,marca,modelo,precio_soles,stock,tienda,categoria
439,HP,15-fd,2463.0,36,Trujillo,Oficina
440,ASUS,Zenbook 14,4291.0,26,Miraflores,Gaming
441,Dell,Vostro 3520,3020.0,33,Trujillo,Profesional
442,Apple,MacBook Air M2,4747.0,1,Chiclayo,Gaming
443,Lenovo,ThinkPad E14,3113.0,31,Centro de Lima,Profesional
444,Acer,Aspire 5,2599.0,14,Miraflores,Profesional
445,Acer,Aspire 5,2107.0,28,Centro de Lima,Oficina
446,MSI,Modern 15,3530.0,29,San Miguel,Profesional
447,MSI,Katana 15,5230.0,24,Arequipa,Gaming
448,Dell,Inspiron 15,2979.0,30,Arequipa,Profesional
449,Acer,Aspire 5,2209.0,31,San Miguel,Oficina
450,Dell,Vostro 3520,2533.0,42,Trujillo,Profesional
451,ASUS,Zenbook 14,4300.0,18,Miraflores,Gaming
452,Acer,Nitro V 15,4281.0,37,Chiclayo,Gaming
453,Lenovo,IdeaPad Slim 3,2509.0,39,Chiclayo,Profesional
454,Lenovo,IdeaPad Slim 3,2535.0,18,Trujillo,Profesional
455,Apple,MacBook Air M2,5160.0,39,Centro de Lima,Gaming
456,HP,15-fd,2148.0,44,Piura,Oficina
457,Lenovo,IdeaPad Slim 3,3031.0,32,Los Olivos,Profesional
458,Dell,Vostro 3520,2931.0,46,Centro de Lima,Profesional
459,ASUS,Vivobook 15,2812.0,58,Surco,Profesional
460,Dell,Vostro 3520,2965.0,16,San Miguel,Profesional
461,Acer,Aspire 5,2882.0,12,Miraflores,Profesional
462,MSI,Katana 15,5633.0,52,Surco,Premium
463,Dell,Vostro 3520,2663.0,57,Piura,Profesional
464,ASUS,Zenbook 14,4365.0,51,Arequipa,Gaming
465,Lenovo,IdeaPad Slim 3,2302.0,40,Los Olivos,Oficina
466,HP,15-fd,2317.0,11,Trujillo,Oficina
467,MSI,Katana 15,4923.0,37,San Miguel,Gaming
468,Apple,MacBook Air M3,6204.0,57,Trujillo,Premium
469,Dell,Vostro 3520,2701.0,48,Miraflores,Profesional
470,Apple,MacBook Air M3,5851.0,42,Los Olivos,Premium
471,Dell,Inspiron 15,2727.0,10,Miraflores,Profesional
472,Acer,Nitro V 15,3939.0,38,Piura,Profesional
473,Dell,Inspiron 15,2990.0,32,Centro de Lima,Profesional
474,HP,Pavilion 15,2940.0,48,Surco,Profesional
475,MSI,Katana 15,5527.0,43,San Isidro,Premium
476,Acer,Aspire 5,2319.0,23,Piura,Oficina
477,HP,15-fd,2508.0,55,Arequipa,Profesional
478,Apple,MacBook Air M3,5915.0,12,San Isidro,Premium
479,Dell,Vostro 3520,2906.0,7,Piura,Profesional
480,MSI,Katana 15,5152.0,16,Arequipa,Gaming
481,Apple,MacBook Air M2,5388.0,41,San Miguel,Gaming
482,Dell,Vostro 3520,3140.0,1,Chiclayo,Profesional
483,MSI,Katana 15,5436.0,27,Arequipa,Gaming
484,MSI,Modern 15,3482.0,5,Centro de Lima,Profesional
485,Lenovo,ThinkPad E14,3492.0,49,San Miguel,Profesional
486,HP,Pavilion 15,3143.0,8,Miraflores,Profesional
487,Apple,MacBook Air M2,5125.0,33,Piura,Gaming
488,HP,Pavilion 15,3258.0,4,Piura,Profesional
489,Lenovo,IdeaPad Slim 3,2406.0,24,Centro de Lima,Oficina
490,Acer,Nitro V 15,3882.0,20,Arequipa,Profesional
491,Dell,Vostro 3520,2499.0,25,Piura,Oficina
492,Lenovo,ThinkPad E14,3419.0,37,Chiclayo,Profesional
493,HP,15-fd,1989.0,56,Arequipa,Oficina
494,MSI,Modern 15,3195.0,24,Miraflores,Profesional
495,HP,15-fd,2337.0,40,Piura,Oficina
496,MSI,Modern 15,3370.0,2,Miraflores,Profesional
497,ASUS,Zenbook 14,4962.0,37,Miraflores,Gaming
498,MSI,Modern 15,3593.0,19,Arequipa,Profesional
499,Lenovo,IdeaPad Slim 3,2419.0,40,Arequipa,Oficina
500,Acer,Nitro V 15,3858.0,45,San Isidro,Profesional
501,Dell,Vostro 3520,2494.0,39,San Isidro,Oficina
502,Apple,MacBook Air M3,5710.0,40,San Isidro,Premium
503,ASUS,Vivobook 15,3078.0,34,Los Olivos,Profesional
504,HP,15-fd,2608.0,30,Chiclayo,Profesional
505,Acer,Aspire 5,2273.0,1,San Isidro,Oficina
506,MSI,Katana 15,5027.0,26,Chiclayo,Gaming
507,HP,Pavilion 15,3523.0,55,Piura,Profesional
508,HP,15-fd,2259.0,28,Chiclayo,Oficina
509,HP,15-fd,2326.0,30,Piura,Oficina
510,Acer,Nitro V 15,3966.0,22,Chiclayo,Profesional
511,HP,15-fd,2364.0,35,Arequipa,Oficina
512,Apple,MacBook Air M3,6396.0,6,San Miguel,Premium
513,HP,15-fd,2401.0,2,Centro de Lima,Oficina
514,Lenovo,IdeaPad Slim 3,2936.0,30,Surco,Profesional
515,Acer,Nitro V 15,4120.0,43,Surco,Gaming
516,Dell,Inspiron 15,2734.0,25,Miraflores,Profesional
517,Lenovo,IdeaPad Slim 3,2679.0,55,San Isidro,Profesional
518,HP,Pavilion 15,3090.0,19,San Isidro,Profesional
519,Lenovo,ThinkPad E14,3164.0,19,San Isidro,Profesional
520,Lenovo,ThinkPad E14,3160.0,29,Arequipa,Profesional
521,Acer,Nitro V 15,4248.0,8,San Isidro,Gaming
522,HP,Pavilion 15,3380.0,50,Chiclayo,Profesional
523,ASUS,Zenbook 14,4643.0,4,Los Olivos,Gaming
524,Lenovo,ThinkPad E14,3489.0,48,Miraflores,Profesional
525,HP,15-fd,2468.0,40,Trujillo,Oficina
526,Acer,Nitro V 15,4134.0,20,Piura,Gaming
527,MSI,Modern 15,3641.0,31,Los Olivos,Profesional
528,MSI,Katana 15,5771.0,18,Arequipa,Premium
529,Acer,Nitro V 15,3622.0,56,Centro de Lima,Profesional
530,Dell,Inspiron 15,2896.0,51,Los Olivos,Profesional
531,Apple,MacBook Air M3,5879.0,50,Centro de Lima,Premium
532,Acer,Nitro V 15,4090.0,39,Piura,Gaming
533,Apple,MacBook Air M3,6043.0,55,Miraflores,Premium
534,Acer,Aspire 5,2175.0,16,Centro de Lima,Oficina
535,Apple,MacBook Air M2,5185.0,52,San Isidro,Gaming
536,Dell,Vostro 3520,2965.0,15,Centro de Lima,Profesional
537,Acer,Nitro V 15,4149.0,4,Chiclayo,Gaming
538,MSI,Modern 15,3178.0,49,Surco,Profesional
539,Acer,Nitro V 15,3861.0,25,Piura,Profesional
540,Dell,Vostro 3520,2560.0,44,Surco,Profesional
541,HP,Pavilion 15,3226.0,46,San Isidro,Profesional
542,Dell,Inspiron 15,3465.0,52,Trujillo,Profesional
543,ASUS,Vivobook 15,2816.0,15,Surco,Profesional
544,Acer,Aspire 5,2921.0,45,San Miguel,Profesional
545,Lenovo,ThinkPad E14,3521.0,10,Miraflores,Profesional
546,HP,Pavilion 15,3639.0,48,San Isidro,Profesional
547,MSI,Modern 15,2960.0,9,Piura,Profesional
548,Lenovo,ThinkPad E14,3180.0,36,Centro de Lima,Profesional
549,Dell,Inspiron 15,3153.0,38,San Isidro,Profesional
550,Apple,MacBook Air M3,6157.0,8,Arequipa,Premium
551,HP,15-fd,2058.0,26,San Miguel,Oficina
552,Dell,Vostro 3520,2902.0,55,Chiclayo,Profesional
553,ASUS,Vivobook 15,2808.0,52,Chiclayo,Profesional
554,ASUS,Zenbook 14,5049.0,20,San Miguel,Gaming
555,Apple,MacBook Air M2,5066.0,19,Los Olivos,Gaming
556,MSI,Katana 15,5327.0,18,San Miguel,Gaming
557,Dell,Inspiron 15,3380.0,48,Chiclayo,Profesional
558,MSI,Modern 15,3573.0,42,San Isidro,Profesional
559,Acer,Nitro V 15,4067.0,21,Chiclayo,Gaming
560,HP,15-fd,1960.0,31,San Isidro,Oficina
561,Apple,MacBook Air M2,4915.0,12,San Isidro,Gaming
562,Apple,MacBook Air M3,6342.0,27,San Isidro,Premium
563,Lenovo,ThinkPad E14,3941.0,11,Los Olivos,Profesional
564,Apple,MacBook Air M2,5125.0,13,Chiclayo,Gaming
565,Lenovo,IdeaPad Slim 3,2413.0,17,San Isidro,Oficina
566,HP,Pavilion 15,3739.0,42,Chiclayo,Profesional
567,HP,Pavilion 15,3059.0,10,Chiclayo,Profesional
568,Acer,Nitro V 15,3647.0,6,Surco,Profesional
569,Apple,MacBook Air M3,5833.0,7,Chiclayo,Premium
570,ASUS,Vivobook 15,2316.0,17,Miraflores,Oficina
571,ASUS,Zenbook 14,4746.0,53,Centro de Lima,Gaming
572,Dell,Inspiron 15,3468.0,5,Miraflores,Profesional
573,Dell,Vostro 3520,3041.0,53,Los Olivos,Profesional
574,Dell,Vostro 3520,3122.0,3,Los Olivos,Profesional
575,Apple,MacBook Air M2,4707.0,15,Miraflores,Gaming
576,Acer,Aspire 5,2185.0,35,San Isidro,Oficina
577,MSI,Katana 15,5694.0,4,Surco,Premium
578,HP,Pavilion 15,3641.0,54,Los Olivos,Profesional
579,HP,15-fd,2309.0,30,Piura,Oficina
580,HP,Pavilion 15,3248.0,30,San Isidro,Profesional
581,HP,15-fd,2156.0,54,Arequipa,Oficina
582,Acer,Aspire 5,2973.0,5,San Miguel,Profesional
583,Acer,Nitro V 15,4368.0,25,Surco,Gaming
584,HP,15-fd,2465.0,5,Trujillo,Oficina
585,Acer,Nitro V 15,3658.0,55,Piura,Profesional
586,Apple,MacBook Air M2,5233.0,43,Surco,Gaming
587,MSI,Katana 15,5015.0,32,Piura,Gaming
588,MSI,Modern 15,3350.0,3,Centro de Lima,Profesional
589,Acer,Aspire 5,2896.0,56,Arequipa,Profesional
590,Lenovo,IdeaPad Slim 3,2654.0,41,Centro de Lima,Profesional
591,Apple,MacBook Air M3,6427.0,54,San Miguel,Premium
592,HP,15-fd,2102.0,19,Miraflores,Oficina
593,MSI,Katana 15,5680.0,54,Miraflores,Premium
594,Apple,MacBook Air M3,5694.0,38,Trujillo,Premium
595,ASUS,Zenbook 14,4827.0,54,Los Olivos,Gaming
596,HP,15-fd,1816.0,48,San Miguel,Oficina
597,ASUS,Vivobook 15,2368.0,19,Miraflores,Oficina
598,MSI,Modern 15,3337.0,7,Surco,Profesional
599,Apple,MacBook Air M3,5675.0,52,Piura,Premium
600,ASUS,Vivobook 15,2658.0,3,Arequipa,Profesional
601,Dell,Inspiron 15,3022.0,38,Miraflores,Profesional
602,Acer,Nitro V 15,3604.0,16,San Miguel,Profesional
603,Lenovo,ThinkPad E14,3804.0,4,Chiclayo,Profesional
604,Apple,MacBook Air M2,5218.0,18,Piura,Gaming
605,Acer,Aspire 5,2792.0,19,San Miguel,Profesional
606,Apple,MacBook Air M3,6118.0,31,San Miguel,Premium
607,HP,15-fd,2697.0,60,Miraflores,Profesional
608,HP,15-fd,2378.0,40,Los Olivos,Oficina
609,ASUS,Vivobook 15,2308.0,13,Los Olivos,Oficina
610,Acer,Aspire 5,2115.0,44,San Isidro,Oficina
611,Lenovo,ThinkPad E14,3622.0,35,Miraflores,Profesional
612,ASUS,Zenbook 14,4486.0,16,Surco,Gaming
613,MSI,Katana 15,5393.0,57,Piura,Gaming
614,HP,15-fd,1864.0,60,Surco,Oficina
615,HP,15-fd,1894.0,57,San Isidro,Oficina
616,HP,Pavilion 15,3482.0,34,Chiclayo,Profesional
617,Dell,Vostro 3520,2517.0,35,Los Olivos,Profesional
618,ASUS,Vivobook 15,2951.0,20,Miraflores,Profesional
619,HP,15-fd,2361.0,58,Trujillo,Oficina
620,HP,Pavilion 15,3618.0,18,Miraflores,Profesional
621,Apple,MacBook Air M2,4823.0,13,San Miguel,Gaming
622,HP,Pavilion 15,3227.0,23,Centro de Lima,Profesional
623,Apple,MacBook Air M2,4733.0,46,San Isidro,Gaming
624,Apple,MacBook Air M3,6126.0,42,San Miguel,Premium
625,MSI,Modern 15,3277.0,30,Piura,Profesional
626,Dell,Vostro 3520,3136.0,47,Surco,Profesional
627,Dell,Inspiron 15,3138.0,43,Miraflores,Profesional
628,Apple,MacBook Air M3,6046.0,51,Surco,Premium
629,MSI,Modern 15,3329.0,5,Piura,Profesional
630,Dell,Vostro 3520,3030.0,23,San Isidro,Profesional
631,Acer,Nitro V 15,4253.0,2,Los Olivos,Gaming
632,Lenovo,IdeaPad Slim 3,2634.0,11,Centro de Lima,Profesional
633,Lenovo,ThinkPad E14,3534.0,57,Arequipa,Profesional
634,Acer,Aspire 5,2233.0,44,Arequipa,Oficina
635,Lenovo,IdeaPad Slim 3,2938.0,30,Trujillo,Profesional
636,Acer,Nitro V 15,3683.0,57,Surco,Profesional
637,ASUS,Vivobook 15,3020.0,11,Piura,Profesional
638,Dell,Inspiron 15,2707.0,38,Trujillo,Profesional
639,Lenovo,ThinkPad E14,3921.0,28,Centro de Lima,Profesional
640,MSI,Katana 15,4917.0,32,Piura,Gaming
641,Lenovo,IdeaPad Slim 3,2437.0,27,Arequipa,Oficina
642,Apple,MacBook Air M2,5299.0,23,Surco,Gaming
643,Dell,Vostro 3520,3292.0,3,San Miguel,Profesional
644,Apple,MacBook Air M3,6041.0,16,Los Olivos,Premium
645,HP,Pavilion 15,3538.0,25,Piura,Profesional
646,Lenovo,IdeaPad Slim 3,3097.0,3,San Miguel,Profesional
647,MSI,Katana 15,5579.0,28,Surco,Premium
648,Dell,Vostro 3520,2563.0,14,Chiclayo,Profesional
649,Dell,Inspiron 15,2717.0,23,Trujillo,Profesional
650,ASUS,Vivobook 15,2404.0,49,Piura,Oficina
651,Lenovo,IdeaPad Slim 3,3195.0,42,Chiclayo,Profesional
652,MSI,Modern 15,3369.0,29,Piura,Profesional
653,MSI,Katana 15,5481.0,28,Miraflores,Gaming
654,Dell,Vostro 3520,2941.0,30,San Miguel,Profesional
655,Apple,MacBook Air M2,4664.0,54,Trujillo,Gaming
656,ASUS,Vivobook 15,2864.0,45,San Miguel,Profesional
657,Acer,Aspire 5,2419.0,48,Surco,Oficina
658,MSI,Modern 15,3072.0,49,Miraflores,Profesional
659,HP,Pavilion 15,3389.0,39,Los Olivos,Profesional
660,ASUS,Zenbook 14,4930.0,41,San Isidro,Gaming
661,Dell,Vostro 3520,2669.0,51,San Miguel,Profesional
662,Dell,Inspiron 15,2874.0,11,San Isidro,Profesional
663,HP,15-fd,1825.0,8,Los Olivos,Oficina
664,HP,Pavilion 15,3368.0,26,Surco,Profesional
665,Apple,MacBook Air M3,6188.0,42,Miraflores,Premium
666,ASUS,Zenbook 14,4892.0,33,Piura,Gaming
667,ASUS,Zenbook 14,4643.0,50,San Isidro,Gaming
668,Acer,Nitro V 15,4421.0,56,Piura,Gaming
669,Lenovo,IdeaPad Slim 3,2326.0,6,Los Olivos,Oficina
670,Acer,Aspire 5,2104.0,2,Miraflores,Oficina
671,HP,15-fd,2206.0,28,Chiclayo,Oficina
672,Acer,Nitro V 15,4229.0,17,Surco,Gaming
673,Dell,Vostro 3520,2548.0,23,Trujillo,Profesional
674,ASUS,Zenbook 14,4712.0,59,San Isidro,Gaming
675,Apple,MacBook Air M2,5255.0,27,Chiclayo,Gaming
676,Lenovo,IdeaPad Slim 3,3116.0,18,Trujillo,Profesional
677,Apple,MacBook Air M2,5111.0,48,Surco,Gaming
678,Lenovo,ThinkPad E14,3580.0,8,San Isidro,Profesional
679,Acer,Nitro V 15,4035.0,57,San Isidro,Gaming
680,Dell,Vostro 3520,2921.0,56,Piura,Profesional
681,Dell,Inspiron 15,3282.0,50,Trujillo,Profesional
682,Apple,MacBook Air M3,6014.0,19,San Isidro,Premium
683,MSI,Katana 15,5712.0,35,Surco,Premium
684,Dell,Vostro 3520,2673.0,51,San Isidro,Profesional
685,ASUS,Vivobook 15,2847.0,50,Arequipa,Profesional
686,Acer,Nitro V 15,4207.0,22,Chiclayo,Gaming
687,Dell,Inspiron 15,2923.0,23,Chiclayo,Profesional
688,Acer,Aspire 5,2873.0,56,Arequipa,Profesional
689,Apple,MacBook Air M3,6427.0,56,Surco,Premium
690,Acer,Nitro V 15,4123.0,10,San Isidro,Gaming
691,Lenovo,IdeaPad Slim 3,2802.0,34,Trujillo,Profesional
692,Lenovo,ThinkPad E14,3653.0,57,Piura,Profesional
693,MSI,Modern 15,3283.0,38,Chiclayo,Profesional
694,Apple,MacBook Air M2,4720.0,17,Chiclayo,Gaming
695,Lenovo,ThinkPad E14,3509.0,13,Arequipa,Profesional
696,Dell,Inspiron 15,3458.0,20,Miraflores,Profesional
697,ASUS,Zenbook 14,4725.0,17,Miraflores,Gaming
698,Lenovo,ThinkPad E14,3341.0,38,San Miguel,Profesional
699,Apple,MacBook Air M2,5379.0,5,San Miguel,Gaming
700,Dell,Inspiron 15,3186.0,30,Centro de Lima,Profesional
701,ASUS,Zenbook 14,4763.0,19,Chiclayo,Gaming
702,HP,Pavilion 15,3596.0,16,Trujillo,Profesional
703,Acer,Nitro V 15,4484.0,29,Chiclayo,Gaming
704,Dell,Vostro 3520,2631.0,52,San Miguel,Profesional
705,Acer,Aspire 5,2597.0,21,San Isidro,Profesional
706,ASUS,Zenbook 14,4460.0,37,Miraflores,Gaming
707,MSI,Modern 15,3231.0,43,Los Olivos,Profesional
708,Apple,MacBook Air M2,5153.0,38,San Miguel,Gaming
709,Acer,Aspire 5,2616.0,8,Surco,Profesional
710,Lenovo,ThinkPad E14,3968.0,51,Miraflores,Profesional
711,ASUS,Vivobook 15,2618.0,42,Los Olivos,Profesional
712,Apple,MacBook Air M3,5993.0,13,Trujillo,Premium
713,Apple,MacBook Air M3,6055.0,50,Arequipa,Premium
714,ASUS,Zenbook 14,4342.0,19,Chiclayo,Gaming
715,Lenovo,IdeaPad Slim 3,2549.0,32,Trujillo,Profesional
716,Acer,Nitro V 15,3881.0,11,Piura,Profesional
717,HP,Pavilion 15,3297.0,37,San Isidro,Profesional
718,HP,Pavilion 15,3357.0,6,San Miguel,Profesional
719,Dell,Inspiron 15,3339.0,25,Surco,Profesional
720,Dell,Inspiron 15,2904.0,9,Trujillo,Profesional
721,ASUS,Vivobook 15,2598.0,27,San Isidro,Profesional
722,MSI,Modern 15,3454.0,35,Piura,Profesional
723,HP,Pavilion 15,3523.0,55,Chiclayo,Profesional
724,ASUS,Vivobook 15,3074.0,48,Chiclayo,Profesional
725,ASUS,Zenbook 14,4896.0,34,Trujillo,Gaming
726,MSI,Katana 15,5164.0,36,Trujillo,Gaming
727,Acer,Nitro V 15,3953.0,2,Trujillo,Profesional
728,HP,15-fd,2023.0,14,Arequipa,Oficina
729,ASUS,Vivobook 15,3036.0,10,Arequipa,Profesional
730,MSI,Modern 15,3484.0,42,Centro de Lima,Profesional
731,Acer,Nitro V 15,3818.0,14,Centro de Lima,Profesional
732,Lenovo,IdeaPad Slim 3,3037.0,50,San Miguel,Profesional
733,ASUS,Zenbook 14,4540.0,35,San Miguel,Gaming
734,Acer,Aspire 5,2131.0,42,Chiclayo,Oficina
735,Lenovo,ThinkPad E14,3307.0,1,San Isidro,Profesional
736,HP,Pavilion 15,3239.0,25,San Isidro,Profesional
737,Acer,Aspire 5,2868.0,31,Arequipa,Profesional
738,ASUS,Zenbook 14,4910.0,3,Chiclayo,Gaming
739,Lenovo,IdeaPad Slim 3,3184.0,9,Miraflores,Profesional
740,Lenovo,ThinkPad E14,3512.0,13,Surco,Profesional
741,MSI,Katana 15,5531.0,39,Surco,Premium
742,HP,Pavilion 15,3285.0,26,Arequipa,Profesional
743,MSI,Modern 15,3403.0,4,Piura,Profesional
744,MSI,Katana 15,5507.0,50,San Miguel,Premium
745,HP,15-fd,2060.0,13,San Isidro,Oficina
746,Acer,Nitro V 15,3935.0,55,Chiclayo,Profesional
747,Apple,MacBook Air M3,6227.0,34,Chiclayo,Premium
748,Dell,Inspiron 15,3190.0,34,Surco,Profesional
749,ASUS,Zenbook 14,4741.0,15,Piura,Gaming
750,Dell,Vostro 3520,2665.0,4,Piura,Profesional
751,Lenovo,IdeaPad Slim 3,2443.0,16,Arequipa,Oficina
752,Lenovo,ThinkPad E14,3925.0,49,Chiclayo,Profesional
753,HP,Pavilion 15,3554.0,23,Piura,Profesional
754,HP,15-fd,2682.0,26,Miraflores,Profesional
755,Apple,MacBook Air M3,6439.0,49,Piura,Premium
756,Lenovo,ThinkPad E14,3582.0,50,Piura,Profesional
757,MSI,Katana 15,5033.0,8,Surco,Gaming
758,Apple,MacBook Air M2,5328.0,2,Centro de Lima,Gaming
759,Dell,Vostro 3520,2791.0,29,Arequipa,Profesional
760,Acer,Nitro V 15,4121.0,22,Centro de Lima,Gaming
761,Lenovo,ThinkPad E14,3197.0,43,Miraflores,Profesional
762,Apple,MacBook Air M3,6023.0,60,Piura,Premium
763,Dell,Inspiron 15,2631.0,23,Surco,Profesional
764,Dell,Inspiron 15,3096.0,21,Centro de Lima,Profesional
765,MSI,Katana 15,4910.0,14,Miraflores,Gaming
766,ASUS,Zenbook 14,4861.0,49,San Miguel,Gaming
767,ASUS,Zenbook 14,5005.0,57,San Miguel,Gaming
768,ASUS,Zenbook 14,4387.0,50,San Isidro,Gaming
769,Dell,Inspiron 15,3028.0,49,Trujillo,Profesional
770,Acer,Aspire 5,2619.0,2,Centro de Lima,Profesional
771,MSI,Katana 15,5658.0,13,Chiclayo,Premium
772,MSI,Katana 15,5570.0,22,Chiclayo,Premium
773,HP,15-fd,2506.0,15,Trujillo,Profesional
774,Acer,Aspire 5,2643.0,17,San Isidro,Profesional
775,MSI,Modern 15,3504.0,29,Arequipa,Profesional
776,HP,15-fd,2407.0,45,Trujillo,Oficina
777,Lenovo,ThinkPad E14,3721.0,22,Piura,Profesional
778,Lenovo,ThinkPad E14,3233.0,30,Los Olivos,Profesional
779,Acer,Nitro V 15,4481.0,33,Piura,Gaming
780,MSI,Katana 15,5000.0,26,Centro de Lima,Gaming
781,Acer,Aspire 5,2408.0,20,Arequipa,Oficina
782,Lenovo,ThinkPad E14,3999.0,58,Miraflores,Profesional
783,Apple,MacBook Air M2,4785.0,60,Chiclayo,Gaming
784,Apple,MacBook Air M3,6078.0,13,Arequipa,Premium
785,Acer,Nitro V 15,3690.0,40,Los Olivos,Profesional
786,Apple,MacBook Air M3,6350.0,60,Arequipa,Premium
787,HP,Pavilion 15,3640.0,4,Los Olivos,Profesional
788,Acer,Nitro V 15,4193.0,33,Chiclayo,Gaming
789,Apple,MacBook Air M3,6193.0,42,Trujillo,Premium
790,Lenovo,ThinkPad E14,3874.0,19,Chiclayo,Profesional
791,Acer,Nitro V 15,4244.0,1,Chiclayo,Gaming
792,Acer,Aspire 5,2453.0,38,Los Olivos,Oficina
793,Apple,MacBook Air M3,6425.0,54,Piura,Premium
794,Lenovo,ThinkPad E14,3953.0,52,Chiclayo,Profesional
795,Acer,Aspire 5,2383.0,8,Chiclayo,Oficina
796,Apple,MacBook Air M3,5727.0,37,San Isidro,Premium
797,HP,Pavilion 15,3332.0,33,San Isidro,Profesional
798,Dell,Inspiron 15,3117.0,34,Centro de Lima,Profesional
799,Dell,Vostro 3520,2509.0,39,Chiclayo,Profesional
800,HP,Pavilion 15,2903.0,52,Piura,Profesional
801,Lenovo,IdeaPad Slim 3,2801.0,40,Surco,Profesional
802,Lenovo,IdeaPad Slim 3,2673.0,2,Chiclayo,Profesional
803,Apple,MacBook Air M3,5967.0,3,Los Olivos,Premium
804,HP,15-fd,2633.0,16,San Miguel,Profesional
805,MSI,Katana 15,4914.0,19,Arequipa,Gaming
806,Lenovo,IdeaPad Slim 3,2694.0,57,San Miguel,Profesional
807,MSI,Katana 15,5142.0,30,Piura,Gaming
808,Dell,Vostro 3520,3178.0,40,San Miguel,Profesional
809,MSI,Modern 15,2954.0,4,San Isidro,Profesional
810,HP,Pavilion 15,3454.0,1,Chiclayo,Profesional
811,MSI,Modern 15,2809.0,43,Chiclayo,Profesional
812,Dell,Vostro 3520,2407.0,5,Miraflores,Oficina
813,Lenovo,ThinkPad E14,3880.0,40,Arequipa,Profesional
814,HP,Pavilion 15,3720.0,40,San Miguel,Profesional
815,HP,Pavilion 15,3648.0,24,San Isidro,Profesional
816,Acer,Aspire 5,2235.0,23,Los Olivos,Oficina
817,Apple,MacBook Air M2,5220.0,2,Piura,Gaming
818,ASUS,Zenbook 14,4504.0,13,Piura,Gaming
819,Lenovo,IdeaPad Slim 3,2901.0,57,San Isidro,Profesional
820,HP,Pavilion 15,3448.0,10,Surco,Profesional
821,HP,Pavilion 15,3447.0,11,Chiclayo,Profesional
822,Lenovo,ThinkPad E14,3733.0,47,Arequipa,Profesional
823,Dell,Vostro 3520,3225.0,39,Miraflores,Profesional
824,Dell,Inspiron 15,3301.0,30,Piura,Profesional
825,Apple,MacBook Air M2,4661.0,26,San Miguel,Gaming
826,ASUS,Vivobook 15,2583.0,53,San Miguel,Profesional
827,Lenovo,ThinkPad E14,3899.0,58,Surco,Profesional
828,Lenovo,ThinkPad E14,3749.0,34,Chiclayo,Profesional
829,Lenovo,ThinkPad E14,3502.0,30,Los Olivos,Profesional
830,HP,15-fd,2589.0,20,Los Olivos,Profesional
831,Dell,Vostro 3520,2562.0,22,Piura,Profesional
832,Dell,Inspiron 15,3314.0,20,Miraflores,Profesional
833,Lenovo,IdeaPad Slim 3,2588.0,24,San Miguel,Profesional
834,Acer,Aspire 5,2186.0,25,Miraflores,Oficina
835,HP,15-fd,2451.0,39,Arequipa,Oficina
836,HP,Pavilion 15,3170.0,1,San Miguel,Profesional
837,MSI,Katana 15,5386.0,9,Miraflores,Gaming
838,Acer,Nitro V 15,3852.0,39,Los Olivos,Profesional
839,MSI,Katana 15,5667.0,12,Centro de Lima,Premium
840,Apple,MacBook Air M2,5495.0,54,Chiclayo,Gaming
841,Acer,Aspire 5,2496.0,31,Surco,Oficina
842,MSI,Katana 15,5502.0,13,San Miguel,Premium
843,ASUS,Vivobook 15,2889.0,38,Piura,Profesional
844,HP,15-fd,2637.0,60,San Isidro,Profesional
845,MSI,Modern 15,3398.0,25,San Miguel,Profesional
846,Lenovo,ThinkPad E14,3460.0,3,San Isidro,Profesional
847,Dell,Vostro 3520,2479.0,58,Arequipa,Oficina
848,Apple,MacBook Air M2,4994.0,51,Piura,Gaming
849,Dell,Vostro 3520,2662.0,60,Arequipa,Profesional
850,Dell,Vostro 3520,3202.0,22,Los Olivos,Profesional
851,Dell,Vostro 3520,2702.0,44,Los Olivos,Profesional
852,ASUS,Vivobook 15,2570.0,19,Piura,Profesional
853,Lenovo,ThinkPad E14,3380.0,57,Chiclayo,Profesional
854,Dell,Vostro 3520,2454.0,46,Miraflores,Oficina
855,Apple,MacBook Air M3,5943.0,30,Piura,Premium
856,Apple,MacBook Air M3,5849.0,55,Arequipa,Premium
857,Dell,Inspiron 15,2642.0,49,Centro de Lima,Profesional
858,Acer,Nitro V 15,4180.0,19,Trujillo,Gaming
859,ASUS,Vivobook 15,3017.0,26,Surco,Profesional
860,ASUS,Zenbook 14,5045.0,2,Los Olivos,Gaming
861,ASUS,Vivobook 15,2337.0,2,Chiclayo,Oficina
862,Lenovo,IdeaPad Slim 3,3018.0,11,San Miguel,Profesional
863,Acer,Aspire 5,2243.0,4,Los Olivos,Oficina
864,ASUS,Vivobook 15,2507.0,21,San Miguel,Profesional
865,ASUS,Zenbook 14,5010.0,36,Chiclayo,Gaming
866,Acer,Aspire 5,2843.0,28,San Isidro,Profesional
867,ASUS,Zenbook 14,4935.0,25,Arequipa,Gaming
868,Apple,MacBook Air M3,5930.0,22,Piura,Premium
869,HP,15-fd,2021.0,44,Los Olivos,Oficina
870,ASUS,Vivobook 15,2939.0,39,San Miguel,Profesional
871,Lenovo,IdeaPad Slim 3,2746.0,57,Trujillo,Profesional
872,ASUS,Zenbook 14,4769.0,8,Chiclayo,Gaming
873,Acer,Aspire 5,2117.0,48,San Isidro,Oficina
874,Dell,Inspiron 15,2877.0,15,Arequipa,Profesional
